311924950309163010	positive	Neuer Papst sogar ein sehr netter ! %PosSmiley ich freue mich auf seine Tätigkeiten	neu Papst sogar eine sehr nett ! %PosSmiley ich freuen ich auf sein Tätigkeit	ADJA NN ADV ART ADV ADJD $. ITJ PPER VVFIN PRF APPR PPOSAT NN	2/NK 0/-- 4/MO 2/AG 6/MO 2/PD 6/-- 6/DM 10/SB 0/-- 10/OA 10/OP 14/NK 12/NK	case=nom|Target::markable_2::Preferred=true|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Target::markable_2::Anaphref=empty|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|Target::markable_2::Target=True case=nom|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True Intensifier::markable_4::EmoExpressionRef=emo-expression:markable_3|Intensifier::markable_4::Intensifier=True|Intensifier::markable_4::Degree=medium|Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Uncertain=false Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True case=nom|Sentiment::markable_6::Polarity=positive|Source::markable_7::Anaphref=empty|Sentiment::markable_6::Sentiment=True|*=True|Sentiment::markable_6::Sarcasm=false|pers=1|Sentiment::markable_6::Intensity=medium|num=sg|Source::markable_7::Source=True EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_10408073::Uncertain=false|EmoExpression::markable_10408073::EmoExpression=True|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_10408073::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408073::Intensity=medium|EmoExpression::markable_10408073::Polarity=positive|EmoExpression::markable_8::Uncertain=false|EmoExpression::markable_10408073::Sarcasm=false|pers=1|EmoExpression::markable_8::Sarcasm=false|Sentiment::markable_6::Sentiment=True case=acc|pers=1|EmoExpression::markable_8::EmoExpression=True|num=sg|Sentiment::markable_6::Sentiment=True Sentiment::markable_6::Sentiment=True case=acc|num=pl|Target::markable_9::Target=True|Target::markable_9::Anaphref=empty|gender=fem|Sentiment::markable_6::Sentiment=True|Target::markable_9::Preferred=true case=acc|gender=fem|Sentiment::markable_6::Sentiment=True|num=pl|Target::markable_9::Target=True
311926089071095810	positive	frau jagenteufel wünscht dem neuen papst viel heiligen geist %PosSmiley	frau jagenteufel wünschen die neu Papst viel heiligen geien %PosSmiley	ADJA NN VVFIN ART ADJA NN ADV VVINF VVFIN ITJ	2/NK 3/SB 0/-- 6/NK 6/NK 3/DA 8/MO 9/OC 3/PAR 9/DM	Source::markable_47::Source=True|Sentiment::markable_46::Sentiment=True|Sentiment::markable_46::Sarcasm=false|Sentiment::markable_46::Polarity=positive|Sentiment::markable_46::Intensity=medium|Source::markable_47::Anaphref=empty gender=masc|Source::markable_47::Source=True|*=True|num=sg|Sentiment::markable_46::Sentiment=True EmoExpression::markable_50::Intensity=medium|mood=ind|EmoExpression::markable_50::SubjectiveFact=false|EmoExpression::markable_50::Uncertain=false|EmoExpression::markable_50::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_50::Polarity=positive|EmoExpression::markable_50::Sarcasm=false|Sentiment::markable_46::Sentiment=True case=dat|Target::markable_48::Preferred=true|num=sg|Target::markable_48::Target=True|Sentiment::markable_46::Sentiment=True|gender=masc|Target::markable_48::Anaphref=empty case=dat|num=sg|Target::markable_48::Target=True|Sentiment::markable_46::Sentiment=True|gender=masc|pos=True case=dat|gender=masc|num=sg|Target::markable_48::Target=True|Sentiment::markable_46::Sentiment=True Sentiment::markable_46::Sentiment=True EmoExpression::markable_49::Polarity=positive|EmoExpression::markable_49::Sarcasm=false|Sentiment::markable_46::Sentiment=True|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::SubjectiveFact=false|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=medium Sentiment::markable_46::Sentiment=True EmoExpression::markable_51::Intensity=medium|Sentiment::markable_46::Sentiment=True|EmoExpression::markable_51::Sarcasm=false|EmoExpression::markable_51::Uncertain=false|EmoExpression::markable_51::Polarity=positive|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::SubjectiveFact=false
311915972275625984	negative	13.3.13 Papst Weltuntergang durch Illuminaten%PosSmiley Dabei sinds gerade die Kathol . , die 13 f. unglücksbringend erklärten %PosSmiley	@card@ Papst Weltuntergang durch Illuminaten%PosSmiley dabei sinds gerade die Kathol . , die 13 f. unglücksbringend erklärt %PosSmiley	CARD NN NN APPR NE PAV ADJD ADV ART NN $. $, PRELS CARD APPR ADJD ADJA ITJ	2/NK 0/-- 2/NK 2/MNR 4/NK 7/NK 2/CD 7/MO 10/NK 7/OA 10/-- 17/-- 17/SB 17/MO 17/MO 15/NK 0/-- 15/MO	_ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_10408081::Intensity=medium|EmoExpression::markable_10408081::Polarity=positive|gender=masc|EmoExpression::markable_10408081::EmoExpression=True|num=sg|EmoExpression::markable_10408081::SubjectiveFact=false|EmoExpression::markable_10408081::Uncertain=false|EmoExpression::markable_10408081::Sarcasm=false _ case=acc|gender=fem|num=sg|EmoExpression::markable_52::EmoExpression=True case=acc|Sentiment::markable_54::Sarcasm=false|num=sg|Sentiment::markable_54::Polarity=negative|gender=fem|Sentiment::markable_54::Intensity=medium|Sentiment::markable_54::Sentiment=True Sentiment::markable_54::Sentiment=True Sentiment::markable_54::Sentiment=True case=acc|num=sg|Source::markable_55::Anaphref=empty|gender=fem|Sentiment::markable_54::Sentiment=True|Source::markable_55::Source=True case=acc|gender=fem|num=sg|Source::markable_55::Source=True|Sentiment::markable_54::Sentiment=True Sentiment::markable_54::Sentiment=True Sentiment::markable_54::Sentiment=True case=nom|num=pl|Target::markable_56::Anaphref=empty|Target::markable_56::Preferred=true|gender=fem|Target::markable_56::Target=True|Sentiment::markable_54::Sentiment=True Target::markable_56::Target=True|Sentiment::markable_54::Sentiment=True Sentiment::markable_54::Sentiment=True EmoExpression::markable_57::SubjectiveFact=false|pos=True|Sentiment::markable_54::Sentiment=True|EmoExpression::markable_57::Polarity=negative|EmoExpression::markable_57::Uncertain=false|EmoExpression::markable_57::Intensity=medium|EmoExpression::markable_57::Sarcasm=false|EmoExpression::markable_57::EmoExpression=True case=acc|gender=masc|num=sg|pos=True|Sentiment::markable_54::Sentiment=True case=acc|EmoExpression::markable_53::EmoExpression=True|gender=masc|Sentiment::markable_54::Sentiment=True|EmoExpression::markable_53::Sarcasm=false|num=sg|EmoExpression::markable_53::Uncertain=false|EmoExpression::markable_53::SubjectiveFact=false|EmoExpression::markable_53::Intensity=medium|EmoExpression::markable_53::Polarity=positive
311913237601988608	positive	vatikan hoffentlich ist der neue papst aus ghana oder china %PosSmiley	Vatikan hoffentlich sein die neu Papst aus ghana oder china %PosSmiley	NN ADV VAFIN ART ADJA NN APPR ADJA KON ADJA ITJ	3/SB 1/MNR 0/-- 6/NK 6/NK 3/SB 6/MNR 7/NK 8/CD 9/CJ 7/MO	case=nom|gender=masc|num=sg pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=pl|pos=True _ case=dat|gender=masc|num=pl|pos=True case=dat|EmoExpression::markable_58::Uncertain=false|gender=masc|EmoExpression::markable_58::Polarity=positive|EmoExpression::markable_58::Sarcasm=false|EmoExpression::markable_58::SubjectiveFact=false|num=pl|EmoExpression::markable_58::Intensity=medium|EmoExpression::markable_58::EmoExpression=True
311918890743656448	neutral	Wann kommt der Papst denn endlich raus! %PosSmiley	wann kommen die Papst denn endlich raus! %PosSmiley	PWAV VVFIN ART NN KON ADV ADJA ITJ	2/MO 0/-- 4/NK 2/SB 2/CD 7/MO 5/CJ 7/NK	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ _
311938153642606592	positive	Franziskus nennt sich also der neue Papst. Kriegen die Vatikanischen Gärten jetzt einen Streichelzoo? %PosSmiley papst franziskus franziskusI	Franziskus nennen sich also die neu Papst. Krieg die vatikanisch Garten jetzt eine Streichelzoo? %PosSmiley papst franziskus franziskusI	NE VVFIN PRF ADV ART ADJA NN NN ART ADJA NN ADV ART NN ITJ ADJA NN ADJA	2/SB 0/-- 2/OA 2/MO 7/NK 7/NK 2/SB 0/-- 11/NK 11/NK 8/PAR 14/MO 14/NK 11/AG 14/NK 17/NK 18/MO 0/--	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg EmoExpression::markable_59::Polarity=positive|EmoExpression::markable_59::Intensity=medium|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::EmoExpression=True|EmoExpression::markable_59::Sarcasm=false|EmoExpression::markable_59::Uncertain=false _ _ _
311913085621370880	neutral	So meine Lieben. Der neue Papst ist gewählt und bei mir rauchnet auch schon der Kopf%PosSmiley War heute im Studio meine...	so mein Lieben. die neu Papst sein wählen und bei ich rauchnet auch schon die Kopf%PosSmiley sein heute in Studio meine...	ADV PPOSAT NN ART ADJA NN VAFIN VVPP KON APPR PPER VVFIN ADV ADV ART NN VAFIN ADV APPRART NN ADJA	3/MO 3/NK 0/-- 6/NK 6/NK 7/SB 0/-- 7/PD 7/CD 12/MO 10/NK 9/CJ 12/MO 12/MO 16/NK 17/SB 12/CJ 17/MO 21/MO 19/NK 17/PD	_ case=nom|*=True|num=pl case=nom|*=True|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|*=True|num=sg|pers=1 pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True
311911050645733376	positive	Und aus welchem Land kommt er nun? papst wer wagt eine Prognose? %PosSmiley ich tippe auf: Scherer ...	und aus welche Land kommen er nun? papst wer wagen eine Prognose? %PosSmiley ich tippen auf: Scherer ...	KON APPR PRELS NN VVFIN PPER ADV ADJA PWS VVFIN ART NN ITJ PPER VVFIN ADJA NN $.	5/JU 5/MO 4/NK 2/NK 0/-- 5/SB 5/MO 9/NK 10/SB 0/-- 12/NK 10/SB 12/NK 15/SB 0/-- 17/NK 15/OA 17/--	_ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_60::Intensity=medium|EmoExpression::markable_60::SubjectiveFact=false|gender=fem|EmoExpression::markable_60::Uncertain=false|EmoExpression::markable_60::Polarity=positive|num=sg|EmoExpression::markable_60::EmoExpression=True|EmoExpression::markable_60::Sarcasm=false case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl _
311973863477092353	negative	Wieder kein Moslem als Papst. %NegSmiley	wieder keine Moslem als Papst. %NegSmiley	ADV PIAT NN KOKOM NN ITJ	3/MO 3/NK 0/-- 3/CD 4/NK 0/NK	Target::markable_63::Anaphref=empty|Target::markable_63::Preferred=true|Sentiment::markable_61::Sentiment=True|Target::markable_63::Target=True case=nom|gender=masc|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_63::Target=True case=nom|gender=masc|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_63::Target=True Sentiment::markable_61::Sentiment=True|Target::markable_63::Target=True case=nom|gender=masc|Sentiment::markable_61::Sentiment=True|num=sg EmoExpression::markable_64::Intensity=medium|EmoExpression::markable_64::Sarcasm=false|EmoExpression::markable_64::SubjectiveFact=false|EmoExpression::markable_64::Polarity=negative|EmoExpression::markable_64::EmoExpression=True|EmoExpression::markable_64::Uncertain=false|Sentiment::markable_61::Sentiment=True
312109136554913792	positive	Gerüchten zufolge soll der Papst in den kommenden Tagen dazu Stellung nehmen. Genaues weiss man jedoch nicht ... %PosSmiley	Gerücht zufolge sollen die Papst in die kommend Tag dazu Stellung nehmen. Genaue wissen man jedoch nicht ... %PosSmiley	NN APPO VMFIN ART NN APPR ART ADJA NN PAV NN NE NN VVFIN PIS ADV PTKNEG $. ITJ	2/NK 3/MO 0/-- 5/NK 3/SB 5/MNR 9/NK 9/NK 6/NK 11/NK 3/PAR 11/NK 14/SB 0/-- 14/SB 14/MO 14/NG 17/-- 17/NK	case=nom|gender=neut|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl _ case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _ EmoExpression::markable_65::Uncertain=false|EmoExpression::markable_65::Polarity=positive|EmoExpression::markable_65::Sarcasm=false|EmoExpression::markable_65::Intensity=medium|EmoExpression::markable_65::EmoExpression=True|EmoExpression::markable_65::SubjectiveFact=false
311906375733239810	positive	Im Vatikan wird gerade per weissen Rauchenzeichen kommuniziert, dass ein neuer Pädophiler entdeckt wurde. Papst %PosSmiley	in Vatikan werden gerade per weiß Rauchenzeichen kommuniziert, dass eine neu Pädophiler entdecken wurde. Papst %PosSmiley	APPRART NN VAFIN ADV APPR ADJA NN TRUNC KOUS ART ADJA NN VVPP ADJA NN ITJ	13/MO 1/NK 0/-- 13/MO 13/MO 7/NK 5/NK 14/CJ 13/CP 12/NK 12/NK 13/SB 3/OC 13/MO 0/-- 15/NK	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=pl|pos=True case=dat|gender=fem|num=pl _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_66::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_66::Polarity=positive|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false
311909653162369024	mixed	%PosSmiley! Das sind doch eher veraltete Ansichten. Dann müsste ja der Papst mit blauem Rauch gemeldet werden. %PosSmiley	%PosSmiley! die sein doch eher veraltet Ansichten. dann müssen ja die Papst mit blau Rauch melden werden. %PosSmiley	NN PDS VAFIN ADV ADV ADJA NN ADV VMFIN ADV ART NN APPR ADJA NN VVPP NE ITJ	0/-- 3/SB 0/-- 3/MO 6/MO 7/NK 3/PD 9/MO 0/-- 9/MO 12/NK 9/SB 12/MNR 15/NK 13/NK 9/OC 16/OA 0/NK	case=nom|gender=neut|num=sg|Sentiment::markable_67::Sentiment=True case=nom|Sentiment::markable_67::Sentiment=True|num=sg|Target::markable_69::Preferred=true|Target::markable_69::Target=True|gender=neut|Target::markable_69::Anaphref=empty pers=3|Sentiment::markable_67::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True case=nom|EmoExpression::markable_70::Intensity=weak|EmoExpression::markable_70::EmoExpression=True|gender=neut|pos=True|EmoExpression::markable_70::Polarity=negative|EmoExpression::markable_70::Sarcasm=false|EmoExpression::markable_70::SubjectiveFact=false|Sentiment::markable_67::Sentiment=True|num=sg|EmoExpression::markable_70::Uncertain=false case=nom|gender=neut|num=sg|Sentiment::markable_67::Sentiment=True _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ EmoExpression::markable_71::Uncertain=false|EmoExpression::markable_71::Intensity=medium|EmoExpression::markable_71::Sarcasm=false|EmoExpression::markable_71::SubjectiveFact=false|EmoExpression::markable_71::EmoExpression=True|EmoExpression::markable_71::Polarity=positive
312132448379076609	neutral	%PosSmiley Wir haben einen neuen Papst und es ist Michel Piccoli: HABEMUS PAPAM %Link von Nanni Moretti	%PosSmiley wir haben eine neu Papst und es sein Michel Piccoli: HABEMUS PAPAM %Link von Nanni Moretti	ITJ PPER VAFIN ART ADJA NN KON PPER VAFIN NE NE NN NN XY APPR NE NE	2/NK 3/SB 0/-- 6/NK 6/NK 3/OA 3/CD 9/SB 7/CJ 11/PNC 12/NK 9/SB 9/PD 13/NK 13/PG 17/PNC 15/NK	_ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ *=True case=dat|*=True|num=sg
311912666933391360	positive	Für alle, die es versäumt haben: Foto vom neuen Papst. %PosSmiley konklave pope	für alle, die es versäumen haben: Foto von neu Papst. %PosSmiley Konklave pope	APPR NE ART PPER VVFIN ADJA NN APPRART ADJA NN ITJ NN ADJA	7/MNR 1/NK 7/NK 5/OA 7/NK 7/NK 0/-- 7/MNR 10/NK 8/NK 12/NK 13/OA 0/--	_ case=dat|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=neut|num=sg|pers=3 _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::Sarcasm=false|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl|pos=True
311929094617042944	mixed	Niemand in meiner Timeline freut sich über den Papst. Das wiederum freut mich %PosSmiley	niemand in mein Timeline freuen sich über die Papst. die wiederum freuen ich %PosSmiley	PIS APPR PPOSAT NN VVFIN PRF APPR ART NN PDS ADV VVFIN PRF ITJ	5/SB 1/MNR 4/NK 2/NK 0/-- 5/OA 5/OP 9/NK 7/NK 12/SB 12/MO 0/-- 12/OA 12/DM	case=nom|Sentiment::markable_74::Intensity=medium|Source::markable_75::Source=True|gender=masc|Target::markable_84::Anaphref=empty|Target::markable_84::Target=True|Sentiment::markable_74::Polarity=negative|Source::markable_75::Anaphref=empty|Negation::markable_78::EmoExpressionRef=emo-expression:markable_76|Negation::markable_78::Negation=True|num=sg|Sentiment::markable_74::Sentiment=True|Sentiment::markable_74::Sarcasm=false|Target::markable_84::Preferred=true Target::markable_84::Target=True|Sentiment::markable_74::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_74::Sentiment=True|Target::markable_84::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_74::Sentiment=True|Target::markable_84::Target=True EmoExpression::markable_76::Intensity=medium|mood=ind|EmoExpression::markable_76::SubjectiveFact=false|Target::markable_84::Target=True|EmoExpression::markable_76::Uncertain=false|EmoExpression::markable_76::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_76::Sarcasm=false|EmoExpression::markable_76::Polarity=positive|Sentiment::markable_74::Sentiment=True case=acc|pers=3|EmoExpression::markable_76::EmoExpression=True|num=sg|Sentiment::markable_74::Sentiment=True|Target::markable_84::Target=True Target::markable_84::Target=True|Sentiment::markable_74::Sentiment=True case=acc|Target::markable_77::Preferred=true|Target::markable_77::Anaphref=empty|gender=masc|Target::markable_84::Target=True|Target::markable_77::Target=True|num=sg|Sentiment::markable_74::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_74::Sentiment=True case=nom|Target::markable_80::Preferred=true|Sentiment::markable_79::Polarity=positive|Sentiment::markable_79::Sentiment=True|gender=neut|Sentiment::markable_79::Intensity=medium|Sentiment::markable_79::Sarcasm=false|num=sg|Target::markable_80::Target=True|Target::markable_80::Anaphref=markable_84 Sentiment::markable_79::Sentiment=True EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=medium|mood=ind|Sentiment::markable_79::Sentiment=True|EmoExpression::markable_81::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Sarcasm=false case=acc|pers=1|num=sg|Source::markable_82::Source=True|Sentiment::markable_79::Sentiment=True|*=True|Source::markable_82::Anaphref=empty EmoExpression::markable_83::EmoExpression=True|EmoExpression::markable_83::SubjectiveFact=false|Sentiment::markable_79::Sentiment=True|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=false|EmoExpression::markable_83::Intensity=medium
311914563358560256	positive	Der Hasenclub für Männer hat ein neues Oberhaupt %PosSmiley Papst	die Hasenclub für Mann haben eine neu Oberhaupt %PosSmiley Papst	ART NN APPR NN VAFIN ART ADJA NN ITJ NN	2/NK 5/SB 2/MNR 3/NK 0/-- 8/NK 8/NK 5/SB 10/NK 8/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|EmoExpression::markable_85::EmoExpression=True|EmoExpression::markable_85::Uncertain=false|num=sg|EmoExpression::markable_85::Intensity=medium|EmoExpression::markable_85::SubjectiveFact=false|EmoExpression::markable_85::Polarity=positive|EmoExpression::markable_85::Sarcasm=false case=nom|gender=masc|num=sg
311931122705637376	positive	Ein neuer Papst. Hab ich was verpasst? %PosSmiley	eine neu Papst. Hab ich was verpasst? %PosSmiley	ART ADJA NN NN PPER PWS ADJA ITJ	3/NK 3/NK 0/-- 0/-- 6/SB 7/OA 4/NK 4/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|EmoExpression::markable_86::Sarcasm=false|gender=neut|EmoExpression::markable_86::Intensity=medium|num=sg|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Polarity=positive|EmoExpression::markable_86::EmoExpression=True|EmoExpression::markable_86::SubjectiveFact=false
311905595747868672	negative	Es wurde ein neuer pädophiler... äh sorry Papst gewählt... hört sich beides so gleich an... %PosSmiley	Es werden eine neu pädophiler... äh sorry Papst gewählt... hören sich beide so gleich an... %PosSmiley	NN VAFIN ART ADJA ADJA ADJA NN NN NE VVFIN PRF PIS ADV ADJD NN ITJ	2/SB 0/-- 5/NK 5/NK 2/SB 7/NK 0/-- 7/NK 8/NK 0/-- 10/OA 10/SB 14/MO 10/MO 10/SB 10/DM	case=nom|gender=neut|Sentiment::markable_87::Polarity=negative|pers=3|num=sg|Sentiment::markable_87::Sarcasm=false|Sentiment::markable_87::Intensity=medium|Sentiment::markable_87::Sentiment=True pers=3|Sentiment::markable_87::Sentiment=True|num=sg|tense=past|mood=ind case=nom|gender=masc|Sentiment::markable_87::Sentiment=True|num=sg case=nom|gender=masc|Sentiment::markable_87::Sentiment=True|num=sg|pos=True case=nom|gender=masc|Sentiment::markable_87::Sentiment=True|num=sg|pos=True Sentiment::markable_87::Sentiment=True gender=fem|Sentiment::markable_87::Sentiment=True|*=True|num=sg Target::markable_89::Target=True|num=sg|Target::markable_89::Anaphref=empty|gender=fem|Sentiment::markable_87::Sentiment=True|*=True|Target::markable_89::Preferred=true Sentiment::markable_87::Sentiment=True pers=3|Sentiment::markable_87::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|pers=3|Sentiment::markable_87::Sentiment=True|num=sg case=nom|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg Sentiment::markable_87::Sentiment=True Sentiment::markable_87::Sentiment=True|pos=True case=nom|gender=fem|Sentiment::markable_87::Sentiment=True|num=sg case=nom|EmoExpression::markable_90::EmoExpression=True|gender=fem|EmoExpression::markable_90::Intensity=medium|num=sg|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|Sentiment::markable_87::Sentiment=True|EmoExpression::markable_90::Polarity=positive|EmoExpression::markable_90::Sarcasm=false
311903706620780544	neutral	Der neue Papst wird ein Mann sein, meint das ZDF - das müssen Hellseher sein %PosSmiley	die neu Papst werden eine Mann sein, meinen die ZDF - die müssen Hellseher sein %PosSmiley	ART ADJA NN VAFIN ART NN NE VVFIN ART NE $( PDS VMFIN NN VAINF ITJ	3/NK 3/NK 4/SB 0/-- 6/NK 4/SB 6/NK 13/MO 10/NK 8/SB 10/-- 8/OA 4/OC 15/PD 13/OC 13/DM	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ _
