311903717236555777	positive	Wir haben einen neuen Papst %PosSmiley	wir haben eine neu Papst %PosSmiley	PPER VAFIN ART ADJA NN ITJ	2/SB 0/-- 5/NK 5/NK 2/OA 5/NK	case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=pl|Target::markable_3::Target=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311933741348052992	positive	Und schon sind die alten Tweets wech %PosSmiley %Link Papst	und schon sein die alt Tweets wech %PosSmiley %Link Papst	KON ADV VAFIN ART ADJA NN ADJA ITJ XY NN	3/JU 3/MO 0/-- 6/NK 6/NK 3/SB 10/NK 10/NK 8/NK 3/PD	_ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|EmoExpression::markable_41::EmoExpression=True|EmoExpression::markable_41::Uncertain=false|EmoExpression::markable_41::Intensity=medium|gender=fem|EmoExpression::markable_41::Polarity=positive|EmoExpression::markable_41::Sarcasm=false|num=pl|EmoExpression::markable_41::SubjectiveFact=false pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg
311903549783154689	positive	Fünf Wahlgänge hat's gebraucht. Der neue Papst ist quasi der neue Christian Wulff. %PosSmiley Konklave	Fünf Wahlgang haben gebraucht. die neu Papst sein quasi die neu Christian Wulff. %PosSmiley Konklave	NN NN VAFIN NN ART ADJA NN VAFIN ADV ART ADJA NE NE ITJ NN	3/SB 1/NK 0/-- 3/OA 7/NK 7/NK 8/SB 0/-- 13/MO 13/NK 13/NK 13/PNC 8/SB 15/NK 0/--	case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg|pers=3 case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_42::Sarcasm=false|EmoExpression::markable_42::Uncertain=false|EmoExpression::markable_42::Polarity=positive|EmoExpression::markable_42::Intensity=medium|EmoExpression::markable_42::EmoExpression=True|EmoExpression::markable_42::SubjectiveFact=false case=nom|gender=neut|num=pl
311907163197038593	positive	Juhuuuiiii der neue Papst ist gewählt! %PosSmiley Wer es wohl geworden ist? %PosSmiley	Juhuuuiiii die neu Papst sein gewählt! %PosSmiley wer es wohl werden ist? %PosSmiley	NE ART ADJA NN VAFIN ADJA ITJ PWS PPER ADV VAPP ADJA ITJ	5/SB 4/NK 4/NK 5/SB 0/-- 5/SB 6/NK 12/SB 12/OA 12/MO 12/NK 0/-- 12/NK	case=nom|EmoExpression::markable_44::Intensity=strong|Sentiment::markable_43::Sarcasm=false|Sentiment::markable_43::Intensity=medium|gender=masc|Sentiment::markable_43::Sentiment=True|EmoExpression::markable_44::Polarity=positive|EmoExpression::markable_44::Uncertain=false|num=sg|EmoExpression::markable_44::Sarcasm=false|EmoExpression::markable_44::SubjectiveFact=false|Sentiment::markable_43::Polarity=positive|EmoExpression::markable_44::EmoExpression=True case=nom|num=sg|Target::markable_45::Preferred=true|gender=masc|Target::markable_45::Target=True|Sentiment::markable_43::Sentiment=True|Target::markable_45::Anaphref=empty case=nom|num=sg|gender=masc|Target::markable_45::Target=True|Sentiment::markable_43::Sentiment=True|pos=True case=nom|gender=masc|Target::markable_45::Target=True|num=sg|Sentiment::markable_43::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_45::Target=True|Sentiment::markable_43::Sentiment=True Sentiment::markable_43::Sentiment=True|pos=True EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|EmoExpression::markable_46::Intensity=medium|Sentiment::markable_43::Sentiment=True|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Sarcasm=false|EmoExpression::markable_46::Polarity=positive case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg|pers=3 _ _ _ _
311925643275272192	neutral	stimmt %PosSmiley "für was brauch man eigentlich einen papst?"	stimmen %PosSmiley "für was brauchen man eigentlich eine papst?"	VVFIN ITJ NN PIAT VVIMP PIS ADV ART ADJA	0/-- 3/NK 1/SB 5/NK 1/MO 1/SB 1/MO 9/NK 1/OA	pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=acc|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
311917638756466688	positive	Wenn papst gewählt wird, gibt es keine Weltpolitik und Probleme mehr %NegSmiley wo ist meine %User ? "Die Spannung steigt" bei mir nicht.	wenn Papst wählen wird, geben es keine Weltpolitik und Problem mehr %NegSmiley wo sein mein %User ? "Die Spannung steigt" bei ich nicht.	KOUS NN VVPP NE VVFIN PPER PIAT NN KON NN PIAT ITJ PWAV VAFIN PPOSAT NE $. NN NN VVFIN APPR PPER ADJD	3/MO 1/NK 4/OC 5/OA 0/-- 5/EP 8/NK 5/OA 8/CD 9/CJ 12/NK 14/NK 14/MO 5/CJ 16/NK 14/SB 16/-- 20/SB 18/NK 0/-- 20/MO 21/NK 21/PD	Sentiment::markable_48::Intensity=medium|Sentiment::markable_48::Sarcasm=false|Sentiment::markable_48::Sentiment=True|Sentiment::markable_48::Polarity=positive case=nom|gender=masc|num=sg|Sentiment::markable_48::Sentiment=True Sentiment::markable_48::Sentiment=True Sentiment::markable_48::Sentiment=True mood=ind|Target::markable_49::Target=True|Target::markable_49::Anaphref=empty|pers=3|num=sg|tense=pres|Target::markable_49::Preferred=true|Sentiment::markable_48::Sentiment=True case=nom|pers=3|num=sg|Target::markable_49::Target=True|gender=neut|Sentiment::markable_48::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True case=acc|gender=neut|num=pl|Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True *=True|Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True EmoExpression::markable_50::Intensity=medium|Sentiment::markable_48::Sentiment=True|EmoExpression::markable_50::Polarity=negative|EmoExpression::markable_50::Sarcasm=false|EmoExpression::markable_50::SubjectiveFact=false|EmoExpression::markable_50::Uncertain=false|EmoExpression::markable_50::EmoExpression=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj _ case=dat|*=True|num=sg|pers=1 _
311905910677188609	neutral	Und katholisch wieder sein! %PosSmiley "Ok, da gehen wir mit! Und älter als 44 Jahre! Es wird ein Mann sein. (Mg) papst".	und katholisch wieder sein! %PosSmiley "Ok, da gehen wir mit! und alt als 44 Jahre! es werden eine Mann sein. (Mg) papst".	KON ADJD ADV ADJA ITJ NN ADV VVFIN PPER ADJD KON ADJD KOKOM CARD NN PPER VAFIN ART NN NE NN ADJA	4/JU 4/MO 4/MO 0/-- 4/NK 8/MO 6/MO 0/-- 8/SB 8/MO 15/JU 15/NK 14/CM 12/CC 0/-- 17/SB 0/-- 19/NK 17/SB 19/NK 22/MO 0/--	_ pos=True _ _ _ case=nom|gender=masc|num=sg _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ comp=True _ _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=dat|*=True|num=sg|pos=True
312132446625861632	neutral	%PosSmiley Wir haben einen neuen Papst und es ist Michel Piccoli: HABEMUS PAPAM %Link von Nanni Moretti	%PosSmiley wir haben eine neu Papst und es sein Michel Piccoli: HABEMUS PAPAM %Link von Nanni Moretti	ITJ PPER VAFIN ART ADJA NN KON PPER VAFIN NE NE NN NN XY APPR NE NE	2/NK 3/SB 0/-- 6/NK 6/NK 3/OA 3/CD 9/SB 7/CJ 11/PNC 12/NK 9/SB 9/PD 13/NK 13/PG 17/PNC 15/NK	_ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ *=True case=dat|*=True|num=sg
311923291701010432	positive	Der Papst sagt: Gute Nacht! %PosSmiley	die Papst sagt: gut Nacht! %PosSmiley	ART NN VVFIN ADJA NN ITJ	2/NK 3/SB 0/-- 5/NK 3/OA 3/DM	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl EmoExpression::markable_54::EmoExpression=True|EmoExpression::markable_54::SubjectiveFact=false|EmoExpression::markable_54::Uncertain=false|EmoExpression::markable_54::Polarity=positive|EmoExpression::markable_54::Sarcasm=false|EmoExpression::markable_54::Intensity=medium
311905018775220224	negative	Um 19:06 haben wir einen neuen Papst. Wehe, der hat gleich nicht den Adler auf der Brust! %PosSmiley papst scp06 ms4l	um @card@ haben wir eine neu Papst. Wehe, die haben gleich nicht die Adler auf die Brust! %PosSmiley papst scp06 ms4l	APPR CARD VAFIN PPER ART ADJA NN NE ART VAFIN ADJD PTKNEG ART NN APPR ART NN ITJ ADJA CARD NN	3/MO 1/NK 0/-- 3/SB 7/NK 7/NK 3/OA 10/SB 10/SB 0/-- 12/MO 10/NG 14/NK 10/OA 14/MNR 17/NK 15/NK 17/NK 20/MO 21/NK 0/--	_ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|EmoExpression::markable_57::SubjectiveFact=false|Sentiment::markable_56::Sentiment=True|gender=masc|Sentiment::markable_56::Polarity=negative|Sentiment::markable_56::Sarcasm=false|EmoExpression::markable_57::Polarity=negative|EmoExpression::markable_57::Uncertain=false|num=sg|Sentiment::markable_56::Intensity=weak|EmoExpression::markable_57::Intensity=medium|EmoExpression::markable_57::Sarcasm=false|EmoExpression::markable_57::EmoExpression=True case=nom|gender=masc|num=sg|Sentiment::markable_56::Sentiment=True case=nom|Target::markable_58::Target=True|num=sg|Target::markable_58::Anaphref=empty|Target::markable_58::Preferred=true|Sentiment::markable_56::Sentiment=True|gender=masc pers=3|Target::markable_58::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_56::Sentiment=True Target::markable_58::Target=True|Sentiment::markable_56::Sentiment=True Target::markable_58::Target=True|Sentiment::markable_56::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_58::Target=True|Sentiment::markable_56::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_58::Target=True|Sentiment::markable_56::Sentiment=True Target::markable_58::Target=True|Sentiment::markable_56::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_58::Target=True|Sentiment::markable_56::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_56::Sentiment=True EmoExpression::markable_55::EmoExpression=True|EmoExpression::markable_55::Uncertain=false|Sentiment::markable_56::Sentiment=True|EmoExpression::markable_55::Intensity=medium|EmoExpression::markable_55::Sarcasm=false|EmoExpression::markable_55::SubjectiveFact=false|EmoExpression::markable_55::Polarity=positive _ _ gender=neut|*=True
311916404834185216	negative	Man ich bin nervöser als beim letzten Mal: Gebt mir einen (lateinischen) Papst %PosSmiley	man ich sein nervös als bei letzt Mal: geben ich eine (lateinischen) Papst %PosSmiley	PIS PPER VAFIN ADJD KOKOM APPRART ADJA NN VVFIN PPER ART NN NN ITJ	3/SB 3/SB 9/OC 3/PD 6/CM 4/CC 8/NK 6/NK 0/-- 9/DA 12/NK 9/OA 12/NK 5/NK	case=nom|Sentiment::markable_59::Intensity=medium|Sentiment::markable_59::Sarcasm=false|num=sg|Sentiment::markable_59::Polarity=negative|Sentiment::markable_59::Sentiment=True|*=True case=nom|Source::markable_60::Source=True|Sentiment::markable_59::Sentiment=True|*=True|pers=1|Target::markable_62::Target=True|num=sg|Target::markable_62::Preferred=true|Source::markable_60::Anaphref=empty|Target::markable_62::Anaphref=empty pers=1|Sentiment::markable_59::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_61::Polarity=negative|EmoExpression::markable_61::Sarcasm=false|EmoExpression::markable_61::SubjectiveFact=false|comp=True|EmoExpression::markable_61::Intensity=medium|EmoExpression::markable_61::Uncertain=false|Sentiment::markable_59::Sentiment=True|EmoExpression::markable_61::EmoExpression=True Sentiment::markable_59::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_59::Sentiment=True case=dat|gender=neut|num=sg|pos=True|Sentiment::markable_59::Sentiment=True case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_63::EmoExpression=True|gender=masc|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::Polarity=positive|num=sg|EmoExpression::markable_63::SubjectiveFact=false
311887041820512256	mixed	wieder schwarzer rauch beim konklave.einen neuen papst findet man doch so viel schneller... %PosSmiley %Link	wieder schwarz rauchen bei konklave.einen neu Papst finden man doch so viele schneller... %PosSmiley %Link	ADV ADJA VVIMP APPRART ADJA ADJA NN VVFIN PIS ADV ADV PIAT ADJA ITJ XY	2/MO 3/NK 8/MO 3/MO 7/NK 7/NK 4/NK 0/-- 8/SB 8/MO 12/MO 13/MO 8/OA 15/NK 0/--	_ EmoExpression::markable_104011542::SubjectiveFact=true|EmoExpression::markable_104011542::Intensity=medium|EmoExpression::markable_104011542::Polarity=negative|EmoExpression::markable_104011542::Sarcasm=false|EmoExpression::markable_104011542::EmoExpression=True|comp=True|EmoExpression::markable_104011542::Uncertain=false EmoExpression::markable_104011542::EmoExpression=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ *=True case=acc|gender=neut|num=pl|pos=True EmoExpression::markable_64::Intensity=medium|EmoExpression::markable_64::Sarcasm=false|EmoExpression::markable_64::SubjectiveFact=false|EmoExpression::markable_64::Polarity=positive|EmoExpression::markable_64::EmoExpression=True|EmoExpression::markable_64::Uncertain=false _
311949113916784640	positive	Wir haben einen neuen papst %PosSmiley franzikus	wir haben eine neu Papst %PosSmiley franzikus	PPER VAFIN ART ADJA NN ITJ ADJA	2/SB 0/-- 5/NK 5/NK 2/OA 5/NK 2/MO	case=nom|Sentiment::markable_65::Polarity=positive|Sentiment::markable_65::Intensity=medium|Sentiment::markable_65::Sentiment=True|Sentiment::markable_65::Sarcasm=false|*=True|pers=1|num=pl|Target::markable_66::Anaphref=empty|Target::markable_66::Preferred=true|Target::markable_66::Target=True pers=1|num=pl|tense=pres|mood=ind|Sentiment::markable_65::Sentiment=True|Target::markable_66::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_65::Sentiment=True|Target::markable_66::Target=True case=acc|num=sg|Sentiment::markable_65::Sentiment=True|gender=masc|pos=True|Target::markable_66::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_65::Sentiment=True|Target::markable_66::Target=True EmoExpression::markable_67::Intensity=medium|Sentiment::markable_65::Sentiment=True|EmoExpression::markable_67::Polarity=positive|EmoExpression::markable_67::Uncertain=false|EmoExpression::markable_67::SubjectiveFact=false|EmoExpression::markable_67::Sarcasm=false|EmoExpression::markable_67::EmoExpression=True _
311943088492912640	positive	Ein echter Social Media Papst halt %PosSmiley	eine echt <UNKNOWN> Media Papst halt %PosSmiley	ART ADJA ADJD NE NN PTKVZ ITJ	5/NK 5/NK 5/NK 5/PNC 0/-- 5/MO 6/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ EmoExpression::markable_68::Sarcasm=false|EmoExpression::markable_68::Uncertain=false|EmoExpression::markable_68::Intensity=medium|EmoExpression::markable_68::Polarity=positive|EmoExpression::markable_68::EmoExpression=True|EmoExpression::markable_68::SubjectiveFact=false
311904288114868224	positive	bei uns steigt jeden Tag weist er Schaum auf. Ist doch viel cooler! "Papst of the day" %PosSmiley	bei wir steigen jede Tag weisen er Schaum auf. sein doch viele cooler! "Papst of the day" %PosSmiley	APPR PPER VVFIN PIAT NN VVFIN PPER NN NE VAFIN ADV PIAT ADJA NN FM FM VVPP ITJ	3/MO 1/NK 0/-- 5/NK 3/MO 3/MO 6/SB 6/OA 8/NK 0/-- 12/MO 13/NK 10/SB 0/-- 14/UC 15/NK 15/NK 15/NK	Target::markable_70::Target=True|Sentiment::markable_69::Sarcasm=false|Target::markable_70::Anaphref=empty|Sentiment::markable_69::Sentiment=True|Sentiment::markable_69::Polarity=positive|Sentiment::markable_69::Intensity=medium|Target::markable_70::Preferred=true case=dat|pers=1|Target::markable_70::Target=True|num=pl|Sentiment::markable_69::Sentiment=True|*=True pers=3|Target::markable_70::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_69::Sentiment=True case=acc|gender=masc|Target::markable_70::Target=True|num=sg|Sentiment::markable_69::Sentiment=True case=acc|gender=masc|Target::markable_70::Target=True|num=sg|Sentiment::markable_69::Sentiment=True pers=3|Target::markable_70::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_69::Sentiment=True case=nom|pers=3|Target::markable_70::Target=True|num=sg|gender=masc|Sentiment::markable_69::Sentiment=True case=acc|gender=masc|Target::markable_70::Target=True|num=sg|Sentiment::markable_69::Sentiment=True case=acc|gender=masc|Sentiment::markable_69::Sentiment=True|num=sg pers=3|Sentiment::markable_69::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_69::Sentiment=True Intensifier::markable_72::Degree=medium|Sentiment::markable_69::Sentiment=True|*=True|Intensifier::markable_72::Intensifier=True|Intensifier::markable_72::EmoExpressionRef=emo-expression:markable_71 *=True _ _ _ _ EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::Sarcasm=false|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive
312103279377129472	positive	Guten Morgen ! Wir haben einen neuen Papst %PosSmiley	gut Morgen ! wir haben eine neu Papst %PosSmiley	ADJA NN $. PPER VAFIN ART ADJA NN ITJ	2/NK 0/-- 2/-- 5/SB 0/-- 8/NK 8/NK 5/OA 8/NK	case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=nom|Target::markable_76::Target=True|Sentiment::markable_75::Sentiment=True|Target::markable_76::Preferred=true|*=True|Sentiment::markable_75::Sarcasm=false|Sentiment::markable_75::Intensity=medium|pers=1|num=pl|Target::markable_76::Anaphref=empty|Sentiment::markable_75::Polarity=positive pers=1|Target::markable_76::Target=True|num=pl|tense=pres|mood=ind|Sentiment::markable_75::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True case=acc|Target::markable_76::Target=True|num=sg|gender=masc|Sentiment::markable_75::Sentiment=True|pos=True case=acc|gender=masc|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Uncertain=false|EmoExpression::markable_77::Intensity=medium|EmoExpression::markable_77::Polarity=positive|Sentiment::markable_75::Sentiment=True|EmoExpression::markable_77::EmoExpression=True|EmoExpression::markable_77::SubjectiveFact=false
311908341314097152	positive	Wow, der neue Papst nimmt alle 10 Trends bei Twitter ein. Wie heisst denn der Gute? %PosSmiley	Wow, die neu Papst nehmen alle 10 Trend bei Twitter ein. wie heißen denn die Gute? %PosSmiley	NE ART ADJA NN VVFIN PIAT CARD NN APPR NN NE KOKOM VVFIN KON ART ADJA ITJ	5/DA 4/NK 4/NK 5/SB 0/-- 8/NK 8/NK 5/OA 5/MO 9/NK 10/NK 13/MO 0/-- 13/MO 16/NK 14/CJ 16/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=pl _ case=acc|*=True|num=pl _ case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_78::Intensity=medium|EmoExpression::markable_78::Polarity=positive|EmoExpression::markable_78::Uncertain=false|EmoExpression::markable_78::Sarcasm=false|EmoExpression::markable_78::SubjectiveFact=false|EmoExpression::markable_78::EmoExpression=True
311918479274020864	positive	Der neue Papst kommt aus Bünos Aires... Wir sind gespannt %PosSmiley	die neu Papst kommen aus Bünos Aires... wir sein spannen %PosSmiley	ART ADJA NN VVFIN APPR NN NN PPER VAFIN VVPP ITJ	3/NK 3/NK 4/SB 0/-- 4/MO 5/NK 6/NK 9/SB 0/-- 9/PD 10/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=pl case=nom|gender=fem|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ EmoExpression::markable_80::Uncertain=false|EmoExpression::markable_80::Intensity=medium|EmoExpression::markable_80::Sarcasm=false|EmoExpression::markable_80::SubjectiveFact=false|EmoExpression::markable_80::EmoExpression=True|EmoExpression::markable_80::Polarity=positive
311911137652400129	positive	Wir haben einen neuen Papst? Es kann nur einen geben - Christian Grey. %PosSmiley	wir haben eine neu Papst? es können nur eine geben - Christian Grey. %PosSmiley	PPER VAFIN ART ADJA NN PPER VMFIN ADV PIS VVINF $( NE NE ITJ	2/SB 0/-- 5/NK 5/NK 2/OA 7/SB 0/-- 9/MO 10/OA 7/OC 10/-- 13/PNC 10/DA 0/NK	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Uncertain=false|EmoExpression::markable_81::Sarcasm=false
311924685317218306	positive	Okay, der neue Papst ist Argentinier. Franziskus I. %PosSmiley	Okay, die neu Papst sein Argentinier. Franziskus I. %PosSmiley	NE ART ADJA NN VAFIN NE NE NE ITJ	5/SB 4/NK 4/NK 5/SB 0/-- 5/SB 8/PNC 0/-- 8/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_82::Uncertain=false|gender=masc|EmoExpression::markable_82::Sarcasm=false|EmoExpression::markable_82::EmoExpression=True|num=sg|EmoExpression::markable_82::Intensity=medium|EmoExpression::markable_82::SubjectiveFact=false|EmoExpression::markable_82::Polarity=positive
311905076539166720	negative	entweder die haben einen mega bong geraucht oder wir haben einen neuen papst.. bitte nicht der loddar oder der boris b... %NegSmiley	entweder die haben eine mega bongen rauchen oder wir haben eine neu papst.. bitte nicht die loddar oder die boris b... %NegSmiley	KON PDS VAFIN ART NN VVIMP VVPP KON PPER VAFIN ART ADJA ADJA ADV PTKNEG ART ADJA KON ART NN ADJA ITJ	3/JU 3/SB 0/-- 5/NK 7/OA 5/NK 3/OC 3/CD 10/SB 8/CJ 13/NK 13/NK 10/OC 15/MO 17/NG 17/NK 0/-- 17/CD 20/NK 21/SB 18/CJ 17/NK	_ case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|EmoExpression::markable_83::EmoExpression=True|gender=masc|EmoExpression::markable_83::Intensity=medium|num=sg|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=negative|EmoExpression::markable_83::Sarcasm=false
